,city_name,cloudiness,country,data,humidity,lat,lon,max_temp,wind_speed
87,Barra dos Coqueiros,40,BR,1598663028,74,-10.91,-37.04,78.8,9.17
88,La Ronge,75,CA,1598663029,63,55.1,-105.28,62.6,6.93
89,Hofn,37,IS,1598662986,59,64.25,-15.21,51.91,9.44
90,Ancud,9,CL,1598663029,94,-41.87,-73.82,39.0,10.0
91,Mataura,100,NZ,1598663024,72,-46.19,168.86,45.0,11.01
92,Tasiilaq,100,GL,1598663030,93,65.61,-37.64,42.8,2.24
93,Harper,93,LR,1598663030,87,4.38,-7.72,75.78,9.37
94,São Filipe,89,CV,1598663030,82,14.9,-24.5,80.29,2.17
95,Spentrup,99,DK,1598663031,73,56.54,10.04,59.0,1.99
96,Dikson,37,RU,1598663031,82,73.51,80.55,48.25,6.91
97,Salalah,90,OM,1598663031,100,17.02,54.09,75.2,5.82
98,Rocha,94,UY,1598663031,96,-34.48,-54.33,56.25,5.08
99,Seoul,20,KR,1598662811,78,37.57,126.98,84.2,3.51
100,Desaguadero,1,PE,1598663032,75,-16.57,-69.04,45.64,2.13
101,Roald,0,NO,1598663032,76,62.58,6.13,55.4,14.99
102,Ossora,62,RU,1598663033,71,59.24,163.07,53.1,14.23
103,Gizo Government Station,33,SB,1598663033,72,-8.1,156.84,83.08,5.73
104,Labuhan,0,ID,1598663033,71,-6.88,112.21,80.96,9.15
105,Bazarnye Mataki,4,RU,1598663033,95,54.88,49.93,58.05,7.58
106,Novaya Chigla,0,RU,1598663034,94,51.22,40.48,56.52,6.55
107,Cidreira,100,BR,1598663034,79,-30.18,-50.21,64.62,9.73
108,Port Elizabeth,23,ZA,1598663034,82,-33.92,25.57,55.4,10.29
109,Ilulissat,79,GL,1598663035,45,69.22,-51.1,46.4,8.05
110,Naze,20,JP,1598663035,84,28.37,129.48,87.8,10.29
111,Uray,18,RU,1598663035,80,60.12,64.78,52.3,1.41
112,Barrow,90,US,1598663028,75,71.29,-156.79,41.0,16.11
113,Quesnel,90,CA,1598662850,82,53.0,-122.5,59.0,3.36
114,Nýrsko,100,CZ,1598663036,97,49.29,13.14,60.01,4.68
115,Itajaí,8,BR,1598662866,100,-26.91,-48.66,63.0,2.21
116,Avera,1,US,1598663036,83,33.19,-82.53,84.2,3.36
117,Saint-Pierre,42,RE,1598663037,72,-21.34,55.48,66.2,5.82
118,Faya,0,SA,1598663038,93,18.39,42.45,68.0,3.56
119,Taltal,17,CL,1598663038,69,-25.4,-70.48,55.85,7.34
120,Armidale,0,AU,1598663038,56,-30.52,151.65,55.0,1.99
121,Victor Harbor,0,AU,1598663038,40,-35.57,138.62,64.99,3.0
122,Lavrentiya,73,RU,1598663039,77,65.58,-171.0,49.98,2.68
123,Nova Olímpia,0,BR,1598663040,20,-14.8,-57.29,82.13,2.91
124,Northampton,100,US,1598662908,93,40.88,-75.25,72.0,4.43
125,Hobart,75,AU,1598662758,58,-42.88,147.33,57.99,10.29
126,Broken Hill,0,AU,1598663040,27,-31.95,141.43,62.6,14.99
127,Pilot Butte,20,CA,1598663023,35,50.47,-104.42,71.6,6.93
128,Santa Maria,0,BR,1598662891,90,-29.68,-53.81,66.88,4.72
129,Marawi,100,PH,1598663041,71,8.0,124.29,82.0,5.99
130,Hilo,1,US,1598663022,54,19.73,-155.09,84.2,9.17
131,Verkhoyansk,82,RU,1598663041,34,67.54,133.38,58.5,3.0
132,Cayenne,100,GF,1598662983,94,4.93,-52.33,78.8,5.32
133,Cabo San Lucas,90,MX,1598662835,88,22.89,-109.91,78.01,6.93
134,Iğdır,0,TR,1598663042,46,39.92,44.05,71.6,4.7
135,Ginda,75,IN,1598663042,94,30.69,78.49,75.2,3.36
136,Puerto Escondido,90,MX,1598663043,64,15.85,-97.07,73.4,6.93
137,Bredasdorp,92,ZA,1598663025,76,-34.53,20.04,50.0,9.17
138,Mogadishu,100,SO,1598663043,84,2.04,45.34,76.41,11.1
139,Pevek,99,RU,1598663044,88,69.7,170.31,40.42,0.47
140,Makakilo City,75,US,1598662812,48,21.35,-158.09,87.8,9.17
141,Hithadhoo,100,MV,1598663044,64,-0.6,73.08,82.44,8.43
142,Mayfield,40,US,1598663045,100,36.74,-88.64,75.0,3.36
143,Cuiluan,100,CN,1598663046,67,47.72,128.65,62.29,14.99
144,Verkhnyaya Toyma,100,RU,1598663046,86,62.23,45.0,53.11,7.96
145,Codrington,0,AU,1598663030,67,-38.27,141.97,57.97,18.25
146,Agadez,0,NE,1598663046,38,19.75,10.25,89.35,12.88
147,Nioro,100,GM,1598663047,94,13.35,-15.75,75.67,5.26
148,Sobolevo,88,RU,1598663047,94,54.43,31.9,48.2,5.93
149,Bowen,75,AU,1598663047,60,-20.02,148.23,71.6,21.92
150,Sakaiminato,20,JP,1598663047,62,35.55,133.23,87.8,2.24
151,Evensk,51,RU,1598663048,67,61.95,159.23,53.53,14.41
152,Matara,100,LK,1598663048,83,5.95,80.54,79.36,10.54
153,Biak,10,ID,1598663048,68,-0.91,122.88,80.65,10.04
154,Bathsheba,20,BB,1598663041,74,13.22,-59.52,82.4,17.22
155,Muros,5,ES,1598663049,93,42.78,-9.06,57.0,6.44
156,Awjilah,0,LY,1598663049,66,29.11,21.29,76.48,8.28
157,Airai,38,TL,1598663034,51,-8.93,125.41,70.29,6.2
158,Beyneu,100,KZ,1598663050,33,45.32,55.2,72.93,11.41
159,Charters Towers,0,AU,1598663050,44,-20.1,146.27,72.54,20.27
160,Clyde River,1,CA,1598662988,81,70.47,-68.59,46.4,5.82
161,Dawlatabad,0,AF,1598663051,34,36.41,64.91,65.79,6.06
162,Barcelos,0,PT,1598663048,82,41.54,-8.62,59.0,9.17
163,Bambous Virieux,40,MU,1598663050,78,-20.34,57.76,71.6,8.05
164,Chui,47,UY,1598663051,96,-33.7,-53.46,56.57,3.51
165,Qaanaaq,99,GL,1598663018,88,77.48,-69.36,39.58,3.18
166,Tomatlán,100,MX,1598663052,94,19.93,-105.25,75.81,1.97
167,Esperance,75,AU,1598663052,100,-33.87,121.9,50.0,24.16
168,New Norfolk,100,AU,1598663024,59,-42.78,147.06,57.99,5.01
169,Stromness,45,GB,1598663053,87,58.97,-3.3,50.0,20.8
170,Klaksvík,57,FO,1598663053,87,62.23,-6.59,46.4,2.24
171,Žagarė,100,LT,1598663053,87,56.36,23.25,50.0,4.7
172,El Campo,40,US,1598663054,62,29.2,-96.27,87.8,12.75
173,Kikuyu,20,KE,1598663054,87,-1.25,36.66,57.2,6.11
174,Bengkulu,63,ID,1598663035,74,-3.8,102.27,79.59,5.55
175,Lyantonde,2,UG,1598663054,71,-0.4,31.16,66.81,5.01
176,Emerald,0,AU,1598663055,32,-23.53,148.17,72.0,10.29
177,Norman Wells,90,CA,1598663022,66,65.28,-126.83,51.8,11.41
178,Severo-Kuril'sk,79,RU,1598663055,80,50.68,156.12,52.84,9.24
179,Tuatapere,66,NZ,1598663022,72,-46.13,167.68,45.0,11.01
180,Polunochnoye,88,RU,1598663056,91,60.87,60.42,49.86,0.74
181,George Town,20,MY,1598663030,83,5.41,100.34,82.4,3.31
182,Praia da Vitória,40,PT,1598663022,83,38.73,-27.07,77.0,5.01
183,Olafsvik,100,IS,1598663056,85,64.89,-23.71,51.35,13.8
184,Port Blair,99,IN,1598663029,71,11.67,92.75,83.66,8.14
185,Ribeira Grande,23,PT,1598663019,94,38.52,-28.7,74.46,10.22
186,Saint George,1,US,1598663057,10,37.1,-113.58,102.2,19.46
187,Saldanha,100,ZA,1598663057,81,-33.01,17.94,50.0,11.41
188,Najrān,20,SA,1598663057,25,17.49,44.13,86.0,1.66
189,Avarua,0,CK,1598662932,69,-21.21,-159.78,77.0,12.75
190,Nuuk,100,GL,1598663049,47,64.18,-51.72,55.4,13.87
191,Inuvik,20,CA,1598662769,41,68.35,-133.72,57.2,9.17
192,Asău,56,RO,1598663044,75,46.43,26.4,57.0,3.15
193,Arraial do Cabo,0,BR,1598663035,78,-22.97,-42.03,71.6,10.29
194,Popondetta,1,PG,1598663058,52,-8.75,148.25,89.73,3.44
195,Bilibino,100,RU,1598663059,53,68.05,166.44,50.47,3.15
196,Byron Bay,40,AU,1598662867,55,-28.65,153.62,68.0,10.29
197,Daru,98,PG,1598663059,86,-9.08,143.21,78.4,18.3
198,Lihula,64,EE,1598663060,93,58.68,23.85,48.15,4.03
199,Pangai,20,TO,1598663060,61,-19.8,-174.35,80.6,17.22
200,Kozhva,39,RU,1598663060,93,65.11,57.05,42.01,5.57
201,Leningradskiy,100,RU,1598663028,91,69.38,178.42,37.62,8.25
202,Willowmore,86,ZA,1598663061,71,-33.29,23.49,44.49,19.06
203,Caravelas,0,BR,1598662847,88,-17.71,-39.25,70.54,3.6
204,Ushtobe,0,KZ,1598663061,51,45.25,77.98,61.97,13.91
205,Road Town,30,VG,1598662933,85,18.42,-64.62,82.99,11.99
206,Santa Cruz,0,MA,1598663062,77,30.42,-9.6,69.8,3.36
207,Vardø,100,NO,1598662879,74,70.37,31.11,48.92,9.35
208,Mehamn,99,NO,1598663042,73,71.04,27.85,43.52,1.32
209,Fortuna,1,US,1598662986,82,40.6,-124.16,66.0,12.75
210,Flinders,0,AU,1598663058,44,-34.58,150.86,66.0,5.01
211,Viedma,100,AR,1598663063,77,-40.81,-63.0,44.01,4.38
212,Morehead,90,US,1598663063,100,37.27,-87.18,73.0,4.7
213,Mount Isa,0,AU,1598663063,22,-20.73,139.5,77.0,21.92
214,Polovinnoye,0,RU,1598663063,86,54.79,65.99,61.77,3.51
215,Batagay-Alyta,83,RU,1598663064,42,67.8,130.41,53.62,1.79
216,Mīnāb,46,IR,1598663064,74,27.15,57.08,87.8,1.54
217,Kahului,1,US,1598663041,38,20.89,-156.47,91.4,25.28
218,Leshan,100,CN,1598663065,89,29.56,103.76,78.1,3.65
219,Hobyo,47,SO,1598663065,84,5.35,48.53,76.06,22.06
220,Mar del Plata,90,AR,1598662803,93,-38.0,-57.56,55.99,3.36
221,Iskateley,0,RU,1598663065,83,67.68,53.15,38.84,0.76
222,Biankouma,88,CI,1598663066,98,7.74,-7.61,67.66,3.36
223,Vila,40,PT,1598663066,87,42.03,-8.16,62.01,3.36
224,Kui Buri,20,TH,1598663066,74,12.08,99.85,78.8,5.12
225,Coyhaique,75,CL,1598663059,59,-45.58,-72.07,33.8,4.7
226,Ust'-Omchug,93,RU,1598663067,62,61.15,149.63,43.65,11.5
227,Bosaso,94,SO,1598663067,43,11.28,49.18,91.99,18.68
228,Juneau,90,US,1598662802,87,58.3,-134.42,53.01,17.22
229,Coquimbo,0,CL,1598663054,81,-29.95,-71.34,51.8,4.7
230,Weihai,13,CN,1598663068,93,37.5,122.11,80.01,6.67
231,Celestún,100,MX,1598663068,89,20.87,-90.4,80.83,11.63
232,Nizhniy Tsasuchey,100,RU,1598663047,89,50.52,115.13,53.44,6.62
233,Aitape,100,PG,1598663069,90,-3.14,142.35,78.24,13.87
234,Province of Mantua,94,IT,1598663069,89,45.17,10.78,72.0,3.0
235,Meulaboh,100,ID,1598663069,84,4.14,96.13,77.32,4.21
236,Ewo,100,CG,1598663070,83,-0.87,14.82,73.2,4.83
237,Beloha,30,MG,1598663034,57,-25.17,45.05,71.91,4.85
238,Saskylakh,0,RU,1598663062,44,71.92,114.08,62.2,4.72
239,Saint-Philippe,40,RE,1598663037,72,-21.36,55.77,66.2,5.82
240,Paciran,0,ID,1598663071,71,-6.88,112.38,81.01,7.36
241,Geraldton,90,AU,1598662790,72,-28.77,114.6,59.0,8.05
242,Laas,75,IT,1598663071,100,46.62,10.7,59.0,6.93
243,Rapid Valley,1,US,1598663072,28,44.06,-103.15,75.2,11.41
244,Atambua,61,ID,1598663072,43,-9.11,124.89,82.24,4.52
245,Orsha,8,BY,1598663072,93,54.52,30.41,48.29,5.41
246,Marabu,40,MY,1598663073,94,4.41,114.01,78.8,6.93
247,Timberlake,1,US,1598663073,78,37.32,-79.26,82.4,4.7
248,Barra de Tecoanapa,100,MX,1598663073,76,16.52,-98.75,81.37,5.66
249,Indramayu,31,ID,1598663073,61,-6.33,108.32,83.17,8.66
250,Ulladulla,0,AU,1598662823,45,-35.35,150.47,63.0,9.17
251,Chapais,20,CA,1598663008,62,49.78,-74.85,55.4,2.24
252,Riyadh,67,SA,1598663069,24,24.69,46.72,82.4,2.24
253,Aklavik,20,CA,1598663036,41,68.22,-135.01,57.2,9.17
254,Kisesa,5,TZ,1598663074,61,-3.08,34.15,64.11,7.74
255,Madoc,100,CA,1598663074,70,44.51,-77.47,64.0,3.6
256,Haines Junction,100,CA,1598663075,84,60.75,-137.51,47.52,2.35
257,Talitsa,78,RU,1598663075,100,56.88,60.02,55.4,2.24
258,Tiksi,40,RU,1598663030,76,71.69,128.87,44.87,11.16
259,Itarema,0,BR,1598663076,79,-2.92,-39.92,77.95,15.55
260,Yilan,77,TW,1598663076,34,24.76,121.75,91.0,2.98
261,Homer,1,US,1598663076,67,59.64,-151.55,59.0,12.75
262,Nieuw Amsterdam,20,SR,1598663077,74,5.88,-55.08,84.2,4.7
263,Cockburn Town,1,TC,1598663042,80,21.46,-71.14,82.87,16.46
264,Narsaq,100,GL,1598663037,33,60.92,-46.05,59.0,35.57
265,Abbeville,58,FR,1598663078,70,50.1,1.83,57.0,6.06
266,Marshfield,1,US,1598663078,78,44.67,-90.17,71.6,10.29
267,Banjar,20,ID,1598663078,88,-8.19,114.97,82.4,19.46
268,Arman',63,RU,1598663078,47,59.7,150.17,56.53,13.91
269,Palana,0,RU,1598663079,66,59.12,159.97,51.71,10.51
270,Maceió,20,BR,1598662816,94,-9.67,-35.74,71.6,7.9
271,Vaitape,7,PF,1598663079,77,-16.52,-151.75,77.31,19.17
272,Kumluca,0,TR,1598663080,43,36.37,30.29,85.66,5.64
273,Mayya,2,RU,1598663080,71,61.73,130.28,51.8,4.47
274,Lithgow,0,AU,1598663080,40,-33.48,150.15,57.99,1.01
275,Bushehr,92,IR,1598662957,54,28.97,50.84,84.2,2.42
276,Gao,100,ML,1598663081,60,16.64,1.64,81.63,4.21
277,Racale,5,IT,1598663081,94,39.96,18.09,75.99,4.7
278,Shimoda,20,JP,1598663082,79,34.67,138.95,87.01,8.05
279,Lamont,0,US,1598663082,20,35.26,-118.91,99.0,5.99
280,Alofi,43,NU,1598663056,61,-19.06,-169.92,80.6,21.92
281,Longyearbyen,90,SJ,1598663051,92,78.22,15.64,32.0,3.36
282,Zavodouspenskoye,4,RU,1598663083,77,56.86,65.02,62.6,8.95
283,Tshela,100,CD,1598663083,85,-4.98,12.93,71.87,2.84
284,Nova Olinda do Norte,100,BR,1598663083,88,-3.89,-59.09,76.77,2.66
285,Hambantota,100,LK,1598663041,94,6.12,81.12,77.0,4.7
286,Zyryanovsk,0,KZ,1598663084,78,49.74,84.27,51.75,0.47
287,Vestmannaeyjar,100,IS,1598663084,85,63.44,-20.27,52.14,16.89
288,Santiago,75,CL,1598662999,71,-33.46,-70.65,50.0,8.05
289,Yerbogachën,100,RU,1598663067,69,61.28,108.01,60.17,4.74
290,Río Gallegos,9,AR,1598663085,86,-51.62,-69.22,32.0,23.04
291,Solwezi,17,ZM,1598662821,54,-12.17,26.39,65.39,2.06
292,Bangsund,57,NO,1598663085,76,64.4,11.39,53.01,1.99
293,Betsiamites,1,CA,1598663086,54,48.94,-68.65,59.0,4.7
